"	thịt bò","9","15","7","19","11","26","15","18","29","8","24","18","26","37","12","15","14","26","13","11","8","6","9","22","12","19","16","4","10","10","33","19","23","15","14","18","11","7","19","20","14","10","28","12","15","46","16","15","25","27","12","19","21","46","26","20","28","28","23","15","24","36","18","22","18","13","13","16","7","14","31","26","17","16","29","15","26","17","8","23","20","24","18","22","46","9","23","20","12","20","1"
"	nho","19","15","1","14","22","21","13","11","19","23","18","17","13","33","22","1","19","15","25","0","19","35","10","29","27","42","9","15","20","22","13","12","10","7","8","5","15","5","16","16","23","16","25","14","33","26","15","28","7","7","31","10","24","23","13","37","39","30","17","21","30","25","6","30","23","31","18","16","13","23","24","39","12","24","27","23","27","13","9","23","14","20","17","20","8","17","16","17","5","20","1"
"	mì hảo hảo","38","20","16","11","2","20","24","31","18","34","27","2","27","47","13","22","45","5","0","57","26","16","2","18","39","9","26","40","43","38","33","22","8","0","10","1","17","9","20","39","7","0","0","38","44","38","30","5","20","44","6","0","22","39","42","36","40","42","1","0","29","0","9","20","31","5","0","27","9","0","44","27","44","7","20","33","29","16","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	bia sài gòn","62","14","0","0","0","0","0","9","52","1","79","10","39","78","46","27","51","6","0","0","0","27","47","41","43","45","33","43","27","52","4","26","5","0","32","1","7","29","23","16","1","0","0","98","139","108","60","4","32","66","8","0","20","3","34","35","5","0","0","0","0","0","13","6","17","3","0","0","0","0","0","0","0","0","0","23","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	budweiser","18","38","11","4","0","10","15","20","15","0","13","37","27","81","27","17","11","20","0","17","21","8","10","29","20","32","14","14","23","26","15","26","15","12","23","9","45","13","33","15","28","18","28","35","61","20","18","10","9","25","29","27","20","8","13","23","13","16","19","7","18","29","25","14","10","20","4","28","12","17","17","17","47","41","6","24","82","5","0","0","0","0","0","11","1","0","0","0","0","0","0"
"	tôm hùm","20","13","28","14","21","30","19","15","22","20","16","29","37","32","20","20","16","11","30","21","6","6","16","13","20","10","36","6","24","17","20","25","12","7","1","10","12","6","8","14","13","17","14","9","23","26","33","11","16","11","7","15","87","112","47","14","16","24","21","20","13","12","5","4","6","14","10","31","17","10","8","13","13","19","5","17","12","17","8","16","6","11","14","7","18","4","6","5","20","16","2"
"	dừa xiêm gọt trọc","9","15","9","8","4","4","1","2","19","4","4","17","9","9","7","11","13","8","2","3","6","11","15","13","15","10","12","24","26","6","18","21","18","16","25","39","32","16","17","13","23","16","50","12","26","16","23","37","18","30","25","17","22","12","28","37","20","29","32","23","10","13","18","18","16","29","17","28","8","41","33","18","8","18","9","19","13","4","12","19","26","16","17","31","25","17","13","24","16","31","8"
"	farmers maket","16","17","36","65","39","33","31","29","23","16","1","26","10","21","12","19","20","13","17","8","21","15","22","25","24","17","8","13","17","24","15","12","11","12","31","20","7","10","22","12","4","15","28","7","25","10","16","1","11","12","9","20","14","13","5","14","7","12","21","9","14","6","18","30","19","15","15","13","8","22","13","6","15","30","14","12","15","26","21","17","28","23","20","19","27","24","19","23","19","7","1"
"	bia budweiser","0","31","33","0","0","0","0","0","0","0","19","47","53","57","49","19","18","4","0","0","18","37","34","24","22","0","12","11","27","27","29","21","24","3","22","0","17","22","21","49","27","3","15","38","43","25","40","36","22","19","25","26","28","32","31","21","26","36","15","14","25","21","17","6","19","1","7","26","0","0","12","29","49","15","26","27","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	coca cola","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","21","0","0","0","0","77","3","0","0","0","0","0","0","0","65","4","0","101","13","0","0","72","132","12","65","11","72","220","21","0","0","0","0","0","0","41","14","49","28","79","67","52","65","4","0","56","1","0","0","86","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	tampon","19","32","20","23","0","13","10","28","22","0","23","0","16","53","14","29","32","11","0","0","11","18","14","19","31","22","23","24","41","0","30","19","0","0","35","3","11","33","40","37","15","12","17","18","24","37","28","37","24","22","1","7","17","14","0","17","6","23","26","29","25","12","32","23","11","4","32","44","29","22","23","22","37","2","24","35","1","15","0","0","0","0","0","0","0","0","0","16","0","5","2"
"	grove fresh","12","6","10","11","7","9","9","14","25","10","23","14","17","15","17","3","11","13","5","12","22","7","22","22","35","26","12","17","21","14","9","7","13","12","18","8","13","6","147","35","14","26","27","22","27","32","23","15","15","8","27","22","48","16","13","20","15","18","21","21","19","8","15","8","6","25","22","7","16","15","13","10","17","12","9","10","27","8","6","15","51","10","14","9","9","9","9","7","6","4","5"
"	sữa chua uống","13","7","32","23","3","34","17","30","32","32","4","38","42","52","37","11","17","19","22","18","15","20","11","17","31","30","17","29","16","17","15","51","15","15","13","28","21","25","22","28","27","0","0","31","18","21","10","25","12","5","30","0","28","13","32","27","16","23","18","23","22","9","16","14","7","0","0","17","31","1","10","12","18","29","9","31","23","11","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	trà sữa","56","11","0","51","11","0","0","48","81","16","0","0","101","101","18","64","9","0","0","0","0","79","5","0","0","0","89","100","16","0","0","78","21","0","67","1","41","10","0","73","8","0","0","0","0","0","34","9","0","0","0","0","59","3","0","0","0","0","0","0","0","0","64","3","67","3","0","51","9","0","0","72","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	cà phê","160","29","0","0","0","0","0","123","102","49","0","0","93","42","0","0","0","0","0","0","0","173","49","0","0","0","0","117","38","0","0","0","0","0","0","0","114","23","0","0","0","0","0","100","276","38","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	khô mực","25","24","13","8","7","7","4","12","19","29","23","44","12","24","35","20","18","14","40","17","15","21","19","17","16","12","17","6","12","27","21","17","20","3","16","21","34","18","20","24","13","18","16","38","23","22","25","33","10","11","11","23","31","0","11","21","7","29","15","29","10","11","14","12","10","8","14","23","26","21","30","25","24","19","15","16","17","23","27","0","0","0","0","0","0","13","2","0","17","8","0"
"	đảo hải sản","13","14","12","18","27","4","14","32","25","31","30","51","24","25","26","8","19","12","21","0","13","18","13","14","35","24","24","23","22","21","19","13","19","34","17","18","20","14","34","24","31","12","13","21","23","17","24","19","8","47","9","42","14","15","14","7","5","14","18","21","27","5","12","7","10","11","6","10","22","8","7","5","16","9","9","8","8","3","9","8","8","25","7","4","13","8","16","7","12","11","1"
"	mực khô","22","12","7","18","12","18","11","27","15","24","19","19","26","24","23","13","21","6","28","26","32","18","16","23","22","21","7","31","24","40","30","12","18","17","18","19","15","16","16","18","29","9","12","7","15","16","20","16","57","18","19","44","13","6","9","5","14","14","32","12","5","12","18","23","10","17","16","11","23","4","15","18","14","24","10","5","19","13","0","15","0","10","1","12","1","10","24","0","0","11","11"
"	sữa đặc ngôi sao phương nam","33","17","14","32","17","0","40","7","23","18","12","13","39","17","30","15","13","2","0","9","17","18","23","7","15","35","35","19","24","14","26","39","14","44","16","23","21","9","19","26","20","0","40","26","19","16","7","23","11","36","14","32","18","8","14","20","17","29","46","4","16","10","21","23","26","51","17","30","11","7","8","6","8","7","1","15","22","19","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	st25","19","7","16","25","13","14","12","12","47","30","24","25","22","63","9","30","16","16","3","4","10","23","24","27","3","36","22","23","13","26","18","31","0","0","16","0","5","13","40","35","22","0","26","30","22","25","39","36","7","9","20","0","11","13","13","8","0","11","11","19","15","16","28","13","22","3","18","28","25","6","33","10","24","16","24","36","15","15","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	pizza","24","6","15","8","38","24","2","16","18","7","9","20","15","20","7","18","26","34","1","29","22","16","13","14","10","20","22","15","25","8","24","20","21","21","16","16","20","20","11","15","20","24","6","30","15","8","18","18","26","11","22","12","18","12","21","13","19","12","17","18","26","19","3","33","7","15","17","11","27","13","11","10","4","31","9","11","12","14","17","11","23","24","13","8","6","2","3","4","6","8","4"
"	dalat milk","23","27","9","21","7","30","11","11","35","19","19","13","40","49","29","35","18","0","19","23","11","20","29","11","16","18","15","12","7","15","19","30","25","16","26","36","14","24","8","14","6","0","13","13","39","14","10","15","7","7","20","8","28","18","7","28","27","14","19","10","20","18","22","20","8","11","9","13","20","12","16","19","4","16","19","28","2","18","0","0","0","0","18","4","0","0","0","0","0","0","0"
"	phô mai con bò cười","22","25","28","24","18","25","4","9","10","16","2","8","18","19","7","8","15","10","6","10","8","15","22","29","6","13","30","10","41","3","18","19","29","15","19","24","4","17","13","4","35","19","15","20","32","14","13","4","16","23","28","5","16","16","47","19","16","7","12","8","39","18","21","21","9","11","7","8","13","10","11","2","24","26","24","17","19","17","6","2","12","20","8","0","0","27","7","8","2","24","2"
"	ariel","154","106","0","0","0","0","0","0","0","0","0","0","0","0","35","38","0","0","0","0","0","31","14","61","7","0","10","10","0","0","48","82","14","0","0","0","29","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","37","99","61","72","25","0","80","10","0","0","0","0","0","0","0","0","44","157","119","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	cua hoàng đế tươi sống","13","18","21","18","21","29","20","19","9","3","12","13","20","23","28","18","27","14","22","15","16","16","24","16","32","33","23","23","20","29","12","18","16","16","6","26","16","32","25","35","26","41","36","33","22","42","32","30","13","14","31","12","18","12","21","11","6","17","4","3","7","3","7","4","1","2","4","11","1","9","4","1","0","0","1","2","5","3","1","8","8","10","19","8","9","4","7","12","10","5","0"
"	heineken","0","0","0","0","0","0","0","0","0","0","0","0","38","49","0","0","0","0","0","0","0","116","19","0","0","0","0","18","2","0","23","34","0","0","10","3","0","0","0","0","0","0","0","33","104","44","35","3","0","13","4","0","0","0","0","0","0","31","32","30","17","4","26","2","44","6","0","39","11","0","16","87","94","111","4","46","228","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	phô mai kéo sợi","7","17","10","17","13","35","21","19","31","17","39","31","23","15","27","29","22","13","16","15","27","26","34","16","19","12","15","17","20","19","21","4","8","7","22","6","8","6","18","14","19","2","16","9","22","17","17","10","16","14","11","15","10","22","30","25","30","16","4","11","23","12","9","5","11","6","3","17","0","13","4","10","18","9","10","11","15","16","9","9","20","9","18","6","13","5","7","6","17","10","0"
"	whipping cream","17","25","19","37","29","25","22","44","14","31","21","5","31","22","34","2","21","3","29","0","35","39","16","27","0","38","35","35","13","2","17","39","2","0","28","1","15","33","17","26","8","23","1","20","26","2","22","8","29","27","25","3","18","17","24","7","0","8","3","9","21","2","15","16","16","15","8","0","0","0","15","19","17","2","28","26","12","7","0","0","0","0","0","0","0","0","0","18","1","0","0"
"	táo fuji nam phi túi 3kg","17","13","17","26","21","9","12","26","21","18","9","4","9","26","17","2","18","1","0","15","22","25","12","19","11","1","13","21","18","4","16","22","7","26","10","8","13","13","17","21","18","1","0","18","20","13","23","0","28","13","2","17","17","11","8","4","28","20","14","19","22","1","23","23","22","2","0","13","1","0","0","13","34","42","11","34","2","15","29","33","27","19","14","22","26","9","12","12","32","14","2"
"	vải thiều","14","29","28","0","0","0","0","44","27","3","0","0","26","41","42","2","0","0","0","0","0","26","8","0","0","0","40","37","1","0","63","76","11","56","7","0","25","62","72","45","6","36","7","6","52","23","53","14","17","29","4","16","40","22","6","23","2","9","17","35","15","3","17","11","11","14","14","4","1","2","3","6","7","1","6","2","3","1","6","1","0","1","0","1","1","1","1","0","3","1","0"
"	gà ủ muối hoa tiêu","9","5","7","29","12","15","12","15","23","21","25","32","38","29","26","11","19","12","68","33","30","10","22","26","20","12","13","11","36","23","16","11","20","7","19","11","6","28","20","17","11","9","17","8","15","25","17","16","15","16","8","13","10","10","6","21","12","12","8","16","15","10","13","12","2","19","1","6","12","2","11","9","2","1","5","7","8","12","1","12","14","12","6","11","13","10","8","7","21","3","0"
"	chân vịt cay tứ xuyên","8","23","13","42","14","12","9","15","7","10","18","18","13","0","36","21","18","32","22","19","16","43","24","12","17","14","8","7","11","8","21","23","24","13","7","13","8","13","27","19","20","13","25","11","14","14","23","0","19","11","21","11","23","12","21","20","12","24","21","24","12","10","24","13","12","5","6","4","12","1","29","16","20","0","13","13","19","6","13","0","11","16","29","2","0","7","5","5","7","1","0"
"	sữa chua vinamilk","10","7","9","8","7","12","9","17","10","9","17","3","9","10","17","13","9","18","11","12","6","5","4","18","8","9","14","15","17","8","24","13","16","16","20","7","14","5","21","15","27","7","15","14","22","9","11","17","23","20","18","24","12","26","12","23","21","13","16","20","20","26","27","19","11","11","15","7","17","28","9","11","29","8","18","27","20","15","24","17","8","20","29","15","13","8","15","5","18","15","0"
"	socola","42","54","27","31","5","42","0","0","0","0","26","4","15","39","37","36","10","0","0","0","0","38","0","52","0","0","29","21","0","0","33","37","0","0","49","7","15","0","0","34","3","0","0","37","49","31","15","2","31","25","1","0","23","0","0","0","0","50","5","19","25","41","28","31","54","0","0","35","0","0","43","32","4","0","18","37","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	rong nho","20","94","39","28","2","0","22","34","32","5","27","7","21","13","24","43","23","5","0","0","0","30","72","19","53","7","40","19","14","9","0","31","4","0","21","9","6","6","26","14","2","0","0","16","43","32","28","6","24","1","0","0","29","5","0","0","0","38","0","14","23","34","21","26","15","0","0","16","18","1","15","22","3","0","0","51","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	yomost","22","5","0","23","0","0","0","7","14","0","15","9","14","55","2","31","6","0","0","27","11","25","12","0","0","0","10","40","58","0","56","83","13","0","0","0","0","0","9","8","1","0","0","40","78","15","15","10","15","20","4","0","0","0","19","6","45","40","0","61","108","13","0","42","62","0","0","0","0","0","0","36","3","0","0","70","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	bơ","20","12","16","11","10","7","24","17","18","16","27","24","33","11","23","10","11","18","16","1","8","7","8","19","16","7","24","19","19","16","18","17","11","11","20","11","15","30","7","10","11","17","21","20","29","10","13","18","11","16","11","14","26","13","19","9","12","14","11","1","3","9","13","19","19","12","11","15","23","11","26","12","24","11","7","16","8","7","1","12","7","8","11","16","9","17","4","9","13","18","3"
